Date,Open,High,Low,Close,Adj Close,Volume
2/13/2018,1385.930054,1419.719971,1383.530029,1414.51001,1414.51001,5917900
2/14/2018,1406.25,1452.060059,1403.359985,1451.050049,1451.050049,5959200
2/15/2018,1466.890015,1468.939941,1436.839966,1461.76001,1461.76001,5652700
2/16/2018,1457.369995,1465.800049,1446.560059,1448.689941,1448.689941,4472600
2/20/2018,1446.48999,1488.77002,1446.48999,1468.349976,1468.349976,6499200
2/21/2018,1485,1503.48999,1478.920044,1482.920044,1482.920044,6304400
2/22/2018,1495.359985,1502.540039,1475.76001,1485.339966,1485.339966,4858100
2/23/2018,1495.339966,1500,1486.5,1500,1500,4418100
2/26/2018,1509.199951,1522.839966,1507,1521.949951,1521.949951,4955000
2/27/2018,1524.5,1526.780029,1507.209961,1511.97998,1511.97998,4808800
2/28/2018,1519.51001,1528.699951,1512,1512.449951,1512.449951,4515000
3/1/2018,1513.599976,1518.48999,1465,1493.449951,1493.449951,6835200
3/2/2018,1469.099976,1501.050049,1455.01001,1500.25,1500.25,6587600
3/5/2018,1494.23999,1525.380005,1481,1523.609985,1523.609985,5233900
3/6/2018,1533.199951,1542.130005,1528,1537.640015,1537.640015,4561700
3/7/2018,1526.52002,1545.900024,1522.51001,1545,1545,4174100
3/8/2018,1550,1554.880005,1545.25,1551.859985,1551.859985,3862600
3/9/2018,1563.5,1578.939941,1559.079956,1578.890015,1578.890015,4534300
3/12/2018,1592.599976,1605.329956,1586.699951,1598.390015,1598.390015,5174200
3/13/2018,1615.959961,1617.540039,1578.01001,1588.180054,1588.180054,6531900
3/14/2018,1597,1606.439941,1590.890015,1591,1591,4259400
3/15/2018,1595,1596.910034,1578.109985,1582.319946,1582.319946,4069700
3/16/2018,1583.449951,1589.439941,1567.5,1571.680054,1571.680054,5425000
3/19/2018,1554.530029,1561.660034,1525.349976,1544.930054,1544.930054,6580800
3/20/2018,1550.339966,1587,1545.410034,1586.51001,1586.51001,4581600
3/21/2018,1586.449951,1590,1563.170044,1581.859985,1581.859985,4750800
3/22/2018,1565.469971,1573.849976,1542.400024,1544.920044,1544.920044,6320600
3/23/2018,1539.01001,1549.02002,1495.359985,1495.560059,1495.560059,8006000
3/26/2018,1530,1556.98999,1499.25,1555.859985,1555.859985,5624700
3/27/2018,1572.400024,1575.969971,1482.319946,1497.050049,1497.050049,6999600
3/28/2018,1447,1455.900024,1386.170044,1431.420044,1431.420044,13705300
3/29/2018,1406,1455.469971,1365.199951,1447.339966,1447.339966,12581100
4/2/2018,1417.619995,1421.359985,1355,1371.98999,1371.98999,10463600
4/3/2018,1391.380005,1414,1355.329956,1392.050049,1392.050049,10231200
4/4/2018,1358.23999,1415.390015,1352.880005,1410.569946,1410.569946,6982300
4/5/2018,1441.98999,1459.560059,1427.069946,1451.75,1451.75,6413500
4/6/2018,1429.969971,1452.5,1400.26001,1405.22998,1405.22998,5882300
4/9/2018,1425.030029,1438.47998,1402.569946,1406.079956,1406.079956,4208200
4/10/2018,1431.98999,1438.380005,1415.699951,1436.219971,1436.219971,4254100
4/11/2018,1439.439941,1448.780029,1424.890015,1427.050049,1427.050049,3582500
4/12/2018,1439.5,1452.119995,1435.060059,1448.5,1448.5,3135000
4/13/2018,1449.140015,1459.780029,1424.52002,1430.790039,1430.790039,3685300
4/16/2018,1445,1447,1427.47998,1441.5,1441.5,2808600
4/17/2018,1462.300049,1507.189941,1457.02002,1503.829956,1503.829956,5114400
4/18/2018,1514.650024,1533.800049,1504.109985,1527.839966,1527.839966,5227500
4/19/2018,1543.219971,1568.52002,1539.060059,1556.910034,1556.910034,6523700
4/20/2018,1561.199951,1561.199951,1516.089966,1527.48999,1527.48999,5541600
4/23/2018,1546.689941,1548,1503.410034,1517.859985,1517.859985,4465400
4/24/2018,1535.800049,1539.5,1448.449951,1460.089966,1460.089966,7494700
4/25/2018,1458,1469.98999,1415.02002,1460.170044,1460.170044,6587300
4/26/2018,1485.01001,1529.420044,1478.5,1517.959961,1517.959961,8801100
4/27/2018,1634.01001,1638.099976,1567.390015,1572.619995,1572.619995,13053200
4/30/2018,1582.5,1596,1560.939941,1566.130005,1566.130005,5464100
5/1/2018,1563.219971,1585,1552.180054,1582.26001,1582.26001,4572100
5/2/2018,1580.97998,1588.5,1566.359985,1569.680054,1569.680054,4360300
5/3/2018,1560.01001,1574.800049,1546.02002,1572.079956,1572.079956,4251900
5/4/2018,1562.449951,1584.900024,1562.189941,1580.949951,1580.949951,3443600
5/7/2018,1589.339966,1606.949951,1587.829956,1600.140015,1600.140015,3801900
5/8/2018,1595,1596.880005,1582.51001,1592.390015,1592.390015,3067900
5/9/2018,1600,1608,1592,1608,1608,3637300
5/10/2018,1608.47998,1615.599976,1603.439941,1609.079956,1609.079956,2817500
5/11/2018,1610.98999,1611.099976,1597.890015,1602.910034,1602.910034,2263900
5/14/2018,1604,1611.180054,1600.050049,1601.540039,1601.540039,2509500
5/15/2018,1587.800049,1587.800049,1565.219971,1576.119995,1576.119995,5077500
5/16/2018,1577.5,1594.430054,1576.670044,1587.280029,1587.280029,2570600
5/17/2018,1580.560059,1594.040039,1573,1581.76001,1581.76001,2147600
5/18/2018,1581.329956,1583.589966,1572.099976,1574.369995,1574.369995,2642600
5/21/2018,1585,1592.050049,1575,1585.459961,1585.459961,2925200
5/22/2018,1589.890015,1589.890015,1575.25,1581.400024,1581.400024,2115600
5/23/2018,1571.050049,1601.859985,1566.339966,1601.859985,1601.859985,3361900
5/24/2018,1598.030029,1608.23999,1588.380005,1603.069946,1603.069946,3430000
5/25/2018,1603,1614.119995,1600.449951,1610.150024,1610.150024,2698400
5/29/2018,1600.709961,1621.790039,1600.150024,1612.869995,1612.869995,3846500
5/30/2018,1618.099976,1626,1612.930054,1624.890015,1624.890015,2907400
5/31/2018,1623,1635,1621.349976,1629.619995,1629.619995,3166300
6/1/2018,1637.030029,1646.72998,1635.089966,1641.540039,1641.540039,3313400
6/4/2018,1648.900024,1665.680054,1645.48999,1665.27002,1665.27002,3187700
6/5/2018,1672.98999,1699,1670.060059,1696.349976,1696.349976,4782200
6/6/2018,1704.51001,1714.5,1686.469971,1695.75,1695.75,5473200
6/7/2018,1698.560059,1699.900024,1676.109985,1689.300049,1689.300049,3765700
6/8/2018,1681.119995,1689.439941,1673.01001,1683.98999,1683.98999,2955100
6/11/2018,1681.51001,1694.23999,1680.589966,1689.119995,1689.119995,2335500
6/12/2018,1693,1699.51001,1691.52002,1698.75,1698.75,2259200
6/13/2018,1702.810059,1713.75,1700.119995,1704.859985,1704.859985,3327500
6/14/2018,1713.47998,1724.800049,1708.869995,1723.859985,1723.859985,3174400
6/15/2018,1714,1720.869995,1708.52002,1715.969971,1715.969971,4777600
6/18/2018,1706.26001,1726.73999,1702.560059,1723.790039,1723.790039,3107700
6/19/2018,1709.040039,1736.109985,1700.390015,1734.780029,1734.780029,4290100
6/20/2018,1742.5,1762.930054,1741.359985,1750.079956,1750.079956,4332600
6/21/2018,1760,1763.099976,1717.560059,1730.219971,1730.219971,4941100
6/22/2018,1742.619995,1743,1711.900024,1715.670044,1715.670044,4075100
6/25/2018,1702.51001,1705,1646.310059,1663.150024,1663.150024,7511200
6/26/2018,1672.369995,1701.569946,1663.339966,1691.089966,1691.089966,4386600
6/27/2018,1708.109985,1711.949951,1660,1660.51001,1660.51001,4872200
6/28/2018,1672.540039,1705.5,1661.170044,1701.449951,1701.449951,4529700
6/29/2018,1717,1723.410034,1694.319946,1699.800049,1699.800049,4543500
7/2/2018,1682.699951,1713.890015,1678.060059,1713.780029,1713.780029,3185700
7/3/2018,1723.959961,1725,1692.47998,1693.959961,1693.959961,2177300
7/5/2018,1705.380005,1710.689941,1682.150024,1699.72998,1699.72998,2983100
7/6/2018,1696,1715.27002,1691.670044,1710.630005,1710.630005,2650300
7/9/2018,1724.050049,1739.560059,1716.22998,1739.02002,1739.02002,3012000
7/10/2018,1738.530029,1750,1731,1743.069946,1743.069946,3002900
7/11/2018,1737.98999,1756.959961,1734,1755,1755,3209800
7/12/2018,1764.51001,1798,1762.180054,1796.619995,1796.619995,4532700
7/13/2018,1803.930054,1815.300049,1795.22998,1813.030029,1813.030029,4383200
7/16/2018,1821.949951,1841.949951,1814.449951,1822.48999,1822.48999,5466200
7/17/2018,1811.560059,1851.689941,1797.380005,1843.930054,1843.930054,5682900
7/18/2018,1848,1858.880005,1831.27002,1842.920044,1842.920044,4861900
7/19/2018,1829.459961,1841,1811.27002,1812.969971,1812.969971,4676900
7/20/2018,1825.01001,1834.839966,1810.060059,1813.699951,1813.699951,3884400
7/23/2018,1812.209961,1819,1769.98999,1802,1802,3888500
7/24/2018,1829.01001,1840,1809.380005,1829.23999,1829.23999,4278700
7/25/2018,1829.300049,1863.839966,1822.640015,1863.609985,1863.609985,3738200
7/26/2018,1839,1844.680054,1804.5,1808,1808,9924400
7/27/2018,1876.050049,1880.050049,1806.530029,1817.27002,1817.27002,9681000
7/30/2018,1827.329956,1829.5,1766.02002,1779.219971,1779.219971,6562300
7/31/2018,1786.48999,1801.829956,1739.319946,1777.439941,1777.439941,5738700
8/1/2018,1784,1798.439941,1776.02002,1797.170044,1797.170044,4153100
8/2/2018,1788.77002,1836.560059,1786,1834.329956,1834.329956,4354700
8/3/2018,1837.73999,1841,1821.5,1823.290039,1823.290039,3460500
8/6/2018,1825.810059,1847.77002,1818.920044,1847.75,1847.75,3391800
8/7/2018,1854.530029,1869.719971,1846.27002,1862.47998,1862.47998,3377500
8/8/2018,1861,1891.51001,1854.5,1886.52002,1886.52002,3963000
8/9/2018,1882,1914.569946,1877.47998,1898.52002,1898.52002,4860400
8/10/2018,1888.51001,1899.5,1878.209961,1886.300049,1886.300049,3639900
8/13/2018,1898.5,1925,1893.670044,1896.199951,1896.199951,5531500
8/14/2018,1919.390015,1921.01001,1900,1919.650024,1919.650024,3986100
8/15/2018,1909.550049,1916.209961,1869.790039,1882.619995,1882.619995,7700700
8/16/2018,1903.939941,1905,1883.550049,1886.52002,1886.52002,3957100
8/17/2018,1885.800049,1888,1855.550049,1882.219971,1882.219971,4104300
8/20/2018,1890.569946,1891.75,1866.060059,1876.709961,1876.709961,2862000
8/21/2018,1880,1897.75,1874.410034,1883.420044,1883.420044,3105600
8/22/2018,1876.640015,1905.800049,1876.640015,1904.900024,1904.900024,3080500
8/23/2018,1907.170044,1919.5,1900.76001,1902.900024,1902.900024,3563000
8/24/2018,1910.51001,1916.01001,1902.540039,1905.390015,1905.390015,2800900
8/27/2018,1915,1927.699951,1909.280029,1927.680054,1927.680054,3569000
8/28/2018,1937.72998,1941.780029,1928.819946,1932.819946,1932.819946,3100700
8/29/2018,1953.449951,1998.689941,1948.939941,1998.099976,1998.099976,6531800
8/30/2018,1997.420044,2025.569946,1986.900024,2002.380005,2002.380005,7277300
8/31/2018,2007,2022.380005,2004.73999,2012.709961,2012.709961,4204400
9/4/2018,2026.5,2050.5,2013,2039.51001,2039.51001,5721100
9/5/2018,2038.109985,2040.380005,1989.890015,1994.819946,1994.819946,8220600
9/6/2018,2006.51001,2007.5,1935.209961,1958.310059,1958.310059,7488700
9/7/2018,1938.709961,1975.199951,1937.349976,1952.069946,1952.069946,4892600
9/10/2018,1971,1973.040039,1931.52002,1939.01001,1939.01001,4544800
9/11/2018,1928.27002,1988.880005,1917,1987.150024,1987.150024,5033600
9/12/2018,1994,2000,1962.439941,1990,1990,4414000
9/13/2018,2000,2008.76001,1982.030029,1989.869995,1989.869995,3621500
9/14/2018,1992.930054,1993.650024,1959.219971,1970.189941,1970.189941,3642000
9/17/2018,1954.72998,1956.819946,1887.410034,1908.030029,1908.030029,7050200
9/18/2018,1918.650024,1958.199951,1915.439941,1941.050049,1941.050049,4268700
9/19/2018,1940.5,1940.829956,1904.900024,1926.420044,1926.420044,4056800
9/20/2018,1938.579956,1955,1932.25,1944.300049,1944.300049,3154900
9/21/2018,1954.219971,1957.310059,1910.5,1915.01001,1915.01001,6855900
9/24/2018,1903.790039,1936.880005,1865,1934.359985,1934.359985,4213700
9/25/2018,1942.900024,1975.910034,1938.849976,1974.550049,1974.550049,4538400
9/26/2018,1968.5,1995.25,1961.52002,1974.849976,1974.849976,4313500
9/27/2018,1993.23999,2016.160034,1988.579956,2012.97998,2012.97998,4329400
9/28/2018,2004.410034,2026.52002,1996.459961,2003,2003,4085100
10/1/2018,2021.98999,2033.189941,2003.599976,2004.359985,2004.359985,3460500
10/2/2018,1999.98999,2013.390015,1965.77002,1971.310059,1971.310059,5400700
10/3/2018,1981.699951,1989.699951,1949.810059,1952.76001,1952.76001,5253100
10/4/2018,1949,1956,1896.569946,1909.420044,1909.420044,7257000
10/5/2018,1917.98999,1929.079956,1862.829956,1889.650024,1889.650024,6822300
10/8/2018,1874,1902,1830.660034,1864.420044,1864.420044,7393200
10/9/2018,1859.98999,1896.680054,1852.319946,1870.319946,1870.319946,4772900
10/10/2018,1857.890015,1858.560059,1754.410034,1755.25,1755.25,10988900
10/11/2018,1724,1755.400024,1685.099976,1719.359985,1719.359985,13935900
10/12/2018,1808,1808.949951,1742.530029,1788.609985,1788.609985,9444600
10/15/2018,1795,1795.050049,1734.22998,1760.949951,1760.949951,6437200
10/16/2018,1783.5,1823.880005,1761.550049,1819.959961,1819.959961,5859900
10/17/2018,1842.790039,1845,1807,1831.72998,1831.72998,5295200
10/18/2018,1821.48999,1830.150024,1767.869995,1770.719971,1770.719971,5874000
10/19/2018,1785.160034,1809.099976,1753,1764.030029,1764.030029,5907200
10/22/2018,1784,1809.5,1756,1789.300049,1789.300049,4500000
10/23/2018,1742.23999,1776.339966,1714,1768.699951,1768.699951,6723900
10/24/2018,1773.699951,1777.709961,1656.560059,1664.199951,1664.199951,6928400
10/25/2018,1703.339966,1794.810059,1692.01001,1782.170044,1782.170044,10285700
10/26/2018,1649.589966,1698.459961,1603,1642.810059,1642.810059,14963800
10/29/2018,1660,1665.73999,1495,1538.880005,1538.880005,13866100
10/30/2018,1486.160034,1540.98999,1476.359985,1530.420044,1530.420044,12460100
10/31/2018,1569.98999,1623.910034,1565.089966,1598.01001,1598.01001,9390200
11/1/2018,1623.530029,1670.449951,1598.439941,1665.530029,1665.530029,8135500
11/2/2018,1678.589966,1697.439941,1651.829956,1665.530029,1665.530029,6955500
11/5/2018,1657.569946,1658.089966,1596.359985,1627.800049,1627.800049,5624700
11/6/2018,1618.349976,1665,1614.550049,1642.810059,1642.810059,4257400
11/7/2018,1673,1759.22998,1664.079956,1755.48999,1755.48999,8192200
11/8/2018,1755,1784,1725.109985,1754.910034,1754.910034,6534900
11/9/2018,1732.5,1743.920044,1701.869995,1712.430054,1712.430054,5902200
11/12/2018,1698.23999,1708.550049,1630.01001,1636.849976,1636.849976,6806200
11/13/2018,1649.290039,1677.060059,1613.75,1631.170044,1631.170044,5933300
11/14/2018,1656.319946,1673,1597.069946,1599.01001,1599.01001,6486900
11/15/2018,1581.01001,1624.819946,1546.51001,1619.439941,1619.439941,8427300
11/16/2018,1587.5,1614.47998,1573.119995,1593.410034,1593.410034,6066100
11/19/2018,1577.01001,1581.189941,1503.359985,1512.290039,1512.290039,7790000
11/20/2018,1437.5,1534.75,1420,1495.459961,1495.459961,10878800
11/21/2018,1542.98999,1550,1515,1516.72998,1516.72998,5716800
11/23/2018,1517,1536.199951,1501.810059,1502.060059,1502.060059,2707600
11/26/2018,1539,1584.810059,1524.219971,1581.329956,1581.329956,6257700
11/27/2018,1575.98999,1597.650024,1558.01001,1581.420044,1581.420044,5783200
11/28/2018,1613.920044,1681.449951,1601.219971,1677.75,1677.75,8458700
11/29/2018,1674.98999,1689.98999,1652.329956,1673.569946,1673.569946,6613200
11/30/2018,1679.5,1696,1666.5,1690.170044,1690.170044,5761800
12/3/2018,1769.459961,1778.339966,1730,1772.359985,1772.359985,6862300
12/4/2018,1756,1770.339966,1665,1668.400024,1668.400024,8694500
12/6/2018,1614.869995,1701.050049,1609.849976,1699.189941,1699.189941,8789400
12/7/2018,1705.069946,1718.930054,1625.459961,1629.130005,1629.130005,7576100
12/10/2018,1623.839966,1657.98999,1590.869995,1641.030029,1641.030029,7494800
12/11/2018,1678,1679.469971,1619.599976,1643.23999,1643.23999,6244700
12/12/2018,1669,1704.98999,1660.27002,1663.540039,1663.540039,6598000
12/13/2018,1680,1692.119995,1641.5,1658.380005,1658.380005,5271300
12/14/2018,1638,1642.569946,1585,1591.910034,1591.910034,6367200
12/17/2018,1566,1576.130005,1505.01001,1520.910034,1520.910034,8829800
12/18/2018,1540,1567.550049,1523.01001,1551.47998,1551.47998,6523000
12/19/2018,1543.050049,1584.530029,1483.180054,1495.079956,1495.079956,8792200
12/20/2018,1484,1509.5,1432.689941,1460.829956,1460.829956,9991800
12/21/2018,1464.98999,1480,1363.959961,1377.449951,1377.449951,13640300
12/24/2018,1346,1396.030029,1307,1343.959961,1343.959961,7220000
12/26/2018,1368.890015,1473.160034,1363.01001,1470.900024,1470.900024,10411800
12/27/2018,1454.199951,1469,1390.310059,1461.640015,1461.640015,9722000
12/28/2018,1473.349976,1513.469971,1449,1478.02002,1478.02002,8829000
12/31/2018,1510.800049,1520.76001,1487,1501.969971,1501.969971,6954500
1/2/2019,1465.199951,1553.359985,1460.930054,1539.130005,1539.130005,7983100
1/3/2019,1520.01001,1538,1497.109985,1500.280029,1500.280029,6975600
1/4/2019,1530,1594,1518.310059,1575.390015,1575.390015,9182600
1/7/2019,1602.310059,1634.560059,1589.189941,1629.51001,1629.51001,7993200
1/8/2019,1664.689941,1676.609985,1616.609985,1656.579956,1656.579956,8881400
1/9/2019,1652.97998,1667.800049,1641.400024,1659.420044,1659.420044,6348800
1/10/2019,1641.01001,1663.25,1621.619995,1656.219971,1656.219971,6507700
1/11/2019,1640.550049,1660.290039,1636.219971,1640.560059,1640.560059,4686200
1/14/2019,1615,1648.199951,1595.150024,1617.209961,1617.209961,6005900
1/15/2019,1632,1675.160034,1626.01001,1674.560059,1674.560059,5998500
1/16/2019,1684.219971,1705,1675.880005,1683.780029,1683.780029,6366900
1/17/2019,1680,1700.170044,1677.5,1693.219971,1693.219971,4208900
1/18/2019,1712,1716.199951,1691.540039,1696.199951,1696.199951,6020500
1/22/2019,1681,1681.869995,1610.199951,1632.170044,1632.170044,6416800
1/23/2019,1656,1657.430054,1612,1640.02002,1640.02002,5225200
1/24/2019,1641.069946,1657.26001,1631.780029,1654.930054,1654.930054,4089900
1/25/2019,1670.5,1683.47998,1661.609985,1670.569946,1670.569946,4945900
1/28/2019,1643.589966,1645,1614.089966,1637.890015,1637.890015,4837700
1/29/2019,1631.27002,1632.380005,1590.719971,1593.880005,1593.880005,4632800
1/30/2019,1623,1676.949951,1619.680054,1670.430054,1670.430054,5783800
1/31/2019,1692.849976,1736.410034,1679.079956,1718.72998,1718.72998,10910300
2/1/2019,1638.880005,1673.060059,1622.01001,1626.22998,1626.22998,11506200
2/4/2019,1623,1649.630005,1613.5,1633.310059,1633.310059,4929100
2/5/2019,1643.339966,1665.26001,1642.5,1658.810059,1658.810059,4453100
2/6/2019,1670.75,1672.26001,1633.339966,1640.26001,1640.26001,3939900
2/7/2019,1625,1625.540039,1592.910034,1614.369995,1614.369995,4626600
2/8/2019,1586,1588.589966,1566.76001,1588.219971,1588.219971,5657500
2/11/2019,1600.97998,1609.290039,1586,1591,1591,3317300
2/12/2019,1604,1639.400024,1598.880005,1638.01001,1638.01001,4858600
2/13/2019,1647,1656.380005,1637.109985,1640,1640,3560300
2/14/2019,1624.5,1637.900024,1606.060059,1622.650024,1622.650024,4120500
2/15/2019,1627.859985,1628.910034,1604.5,1607.949951,1607.949951,4343900
2/19/2019,1601,1634,1600.560059,1627.579956,1627.579956,3681700
2/20/2019,1630,1634.930054,1610.119995,1622.099976,1622.099976,3337600
2/21/2019,1619.849976,1623.560059,1600.910034,1619.439941,1619.439941,3483400
2/22/2019,1623.5,1634.939941,1621.170044,1631.560059,1631.560059,3096200
2/25/2019,1641.449951,1654.599976,1630.390015,1633,1633,3184500
2/26/2019,1625.97998,1639.98999,1616.130005,1636.400024,1636.400024,2665800
2/27/2019,1628.180054,1641.810059,1615.099976,1641.089966,1641.089966,3148800
2/28/2019,1635.25,1651.77002,1633.829956,1639.829956,1639.829956,3025900
3/1/2019,1655.130005,1674.26001,1651,1671.72998,1671.72998,4974900
3/4/2019,1685,1709.430054,1674.359985,1696.170044,1696.170044,6167400
3/5/2019,1702.949951,1707.800049,1689.01001,1692.430054,1692.430054,3681500
3/6/2019,1695.969971,1697.75,1668.280029,1668.949951,1668.949951,3996000
3/7/2019,1667.369995,1669.75,1620.51001,1625.949951,1625.949951,4957000
3/8/2019,1604.01001,1622.719971,1586.569946,1620.800049,1620.800049,4667000
3/11/2019,1626.119995,1672.290039,1626.01001,1670.619995,1670.619995,3876400
3/12/2019,1669,1684.27002,1660.97998,1673.099976,1673.099976,3614500
3/13/2019,1683,1700,1679.349976,1690.810059,1690.810059,3552000
3/14/2019,1691.199951,1702,1684.339966,1686.219971,1686.219971,2946600
3/15/2019,1703,1718.800049,1693.130005,1712.359985,1712.359985,7550900
3/18/2019,1712.699951,1750,1712.630005,1742.150024,1742.150024,5429100
3/19/2019,1753.51001,1784.160034,1753.51001,1761.849976,1761.849976,6364200
3/20/2019,1769.939941,1799.5,1767.030029,1797.27002,1797.27002,6265600
3/21/2019,1796.26001,1823.75,1787.280029,1819.26001,1819.26001,5767800
3/22/2019,1810.170044,1818.97998,1763.109985,1764.77002,1764.77002,6363000
3/25/2019,1757.790039,1782.680054,1747.5,1774.26001,1774.26001,5103800
3/26/2019,1793,1805.77002,1773.359985,1783.76001,1783.76001,4865900
3/27/2019,1784.130005,1787.5,1745.680054,1765.699951,1765.699951,4324800
3/28/2019,1770,1777.930054,1753.469971,1773.420044,1773.420044,3043000
3/29/2019,1786.579956,1792.859985,1776.630005,1780.75,1780.75,3320800
4/1/2019,1800.109985,1815.670044,1798.72998,1814.189941,1814.189941,4238800
4/2/2019,1811.02002,1820,1805.119995,1813.97998,1813.97998,3448100
4/3/2019,1826.719971,1830,1809.619995,1820.699951,1820.699951,3980600
4/4/2019,1820.650024,1828.75,1804.199951,1818.859985,1818.859985,3623900
4/5/2019,1829,1838.579956,1825.189941,1837.280029,1837.280029,3640500
4/8/2019,1833.22998,1850.199951,1825.109985,1849.859985,1849.859985,3752800
4/9/2019,1845.48999,1853.089966,1831.780029,1835.839966,1835.839966,3714400
4/10/2019,1841,1848,1828.810059,1847.329956,1847.329956,2964000
4/11/2019,1848.699951,1849.949951,1840.310059,1844.069946,1844.069946,2654800
4/12/2019,1848.400024,1851.5,1841.300049,1843.060059,1843.060059,3114400
4/15/2019,1842,1846.849976,1818.900024,1844.869995,1844.869995,3724400
4/16/2019,1851.349976,1869.77002,1848,1863.040039,1863.040039,3044600
4/17/2019,1872.98999,1876.469971,1860.439941,1864.819946,1864.819946,2893500
4/18/2019,1868.790039,1870.819946,1859.47998,1861.689941,1861.689941,2749900
4/22/2019,1855.400024,1888.420044,1845.640015,1887.310059,1887.310059,3373800
4/23/2019,1891.199951,1929.26001,1889.579956,1923.77002,1923.77002,4640400
4/24/2019,1925,1929.689941,1898.160034,1901.75,1901.75,3675800
4/25/2019,1917,1922.449951,1900.310059,1902.25,1902.25,6099100
4/26/2019,1929,1951,1898,1950.630005,1950.630005,8432600
4/29/2019,1949,1956.339966,1934.089966,1938.430054,1938.430054,4021300
4/30/2019,1930.099976,1935.709961,1906.949951,1926.52002,1926.52002,3506000
5/1/2019,1933.089966,1943.640015,1910.550049,1911.52002,1911.52002,3117000
5/2/2019,1913.329956,1921.550049,1881.869995,1900.819946,1900.819946,3962900
5/3/2019,1949,1964.400024,1936,1962.459961,1962.459961,6381600
5/6/2019,1917.97998,1959,1910.5,1950.550049,1950.550049,5417800
5/7/2019,1939.98999,1949.099976,1903.380005,1921,1921,5902100
5/8/2019,1918.869995,1935.369995,1910,1917.77002,1917.77002,4078600
5/9/2019,1900,1909.400024,1876,1899.869995,1899.869995,5308300
5/10/2019,1898,1903.790039,1856,1889.97998,1889.97998,5718000
5/13/2019,1836.560059,1846.540039,1818,1822.680054,1822.680054,5783400
5/14/2019,1839.5,1852.439941,1815.75,1840.119995,1840.119995,4629100
5/15/2019,1827.949951,1874.430054,1823,1871.150024,1871.150024,4692600
5/16/2019,1885.939941,1917.51001,1882.290039,1907.569946,1907.569946,4707800
5/17/2019,1893.050049,1910.530029,1867.329956,1869,1869,4736600
5/20/2019,1852.689941,1867.780029,1835.540039,1858.969971,1858.969971,3798200
5/21/2019,1874.790039,1879,1846,1857.52002,1857.52002,4005100
5/22/2019,1851.780029,1871.48999,1851,1859.680054,1859.680054,2936600
5/23/2019,1836.589966,1844,1804.199951,1815.47998,1815.47998,4424300
5/24/2019,1835.890015,1841.76001,1817.849976,1823.280029,1823.280029,3369700
5/28/2019,1832.75,1849.27002,1827.349976,1836.430054,1836.430054,3200000
5/29/2019,1823.119995,1830,1807.530029,1819.189941,1819.189941,4279000
5/30/2019,1825.48999,1829.469971,1807.829956,1816.319946,1816.319946,3146900
5/31/2019,1790.01001,1795.589966,1772.699951,1775.069946,1775.069946,4618800
6/3/2019,1760.01001,1766.290039,1672,1692.689941,1692.689941,9098700
6/4/2019,1699.23999,1730.819946,1680.890015,1729.560059,1729.560059,5679100
6/5/2019,1749.599976,1752,1715.25,1738.5,1738.5,4239800
6/6/2019,1737.709961,1760,1726.130005,1754.359985,1754.359985,3689300
